,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1,tweet_2,tweet_1,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,budget,title_year,actor_2_facebook_likes,Action,Adventure,Fantasy,Sci.Fi,Thriller,Romance,Animation,Comedy,Family,Musical,Mystery,Western,Drama,History,Sport,Crime,Horror,War,Biography,Music,Documentary,Film.Noir,assassin,spy,scientist,vampire,vomiting,king,hospital,writer,student,future,fight,teenager,president,sex,terrorist,train,best.friend,college,serial.killer,hotel,christmas,secret,female.protagonist,battle,box.office.flop,rescue,cia,detective,lawyer,escape,party,wedding,island,marriage,dog,friendship,drugs,money,revenge,prison,school,boy,fbi,alien,high.school,new.york.city,police,death,murder,friend,love,profit,gross1,pc,actor1_age,actor1_awards,director_awards,director_name,actor2_awards,actor1_publicity,actor2_publicity,director_publicity
483,483,483,483,0.5174186470000001,0.853699002,114,105,61,708,Frances Conroy,5000,93815117,Bob Hoskins,Maid in Manhattaní??æ,7184,Natasha Richardson,2,"c(""hotel"", ""maid"", ""new york city"", ""place name in title"", ""the bronx"")",55000000,2002,827,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7057294,9685.8204,0,75,131.1384615,89.2,Wayne Wang,1.0,33,1,3
484,484,484,484,0.0,5.194354034,82,123,12000,665,Viggo Mortensen,18000,91400000,Denzel Washington,Crimson Tideí??æ,30132,Ricky Schroder,0,"c(""alabama"", ""mutiny"", ""order"", ""radio"", ""submarine"")",53000000,1995,10000,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7245283020000001,9560.3347,0,63,178.66666669999998,5.0,Tony Scott,331.3,149,83,13
485,485,485,485,0.024236828999999998,0.018595041,201,117,125,168,Kurt Fuller,10000,162586036,Will Smith,The Pursuit of Happynessí??æ,11036,James Karen,0,"c(""bus"", ""intern"", ""internship"", ""salesman"", ""stockbroker"")",55000000,2006,617,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.956109745,12750.9229,1,49,294.8,46.0,Gabriele Muccino,2.0,297,1,0
486,486,486,486,5.0625,0.04,231,98,124,354,Michael Irby,931,89706988,Erika Christensen,Flightplaní??æ,2287,Haley Ramm,1,"c(""captain"", ""flight"", ""flight attendant"", ""plane"", ""search"")",55000000,2005,507,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631036145,9471.3773,0,35,15.0,10.0,Robert Schwentke,0.0,21,2,1
487,487,487,487,5.007738184,50.02631762,55,128,272,383,Dylan Baker,2000,83000000,Demi Moore,Disclosureí??æ,3888,Roma Maffia,0,"c(""computer"", ""marriage"", ""non statutory female on male rape"", ""promotion"", ""sexual harassment"")",55000000,1994,812,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509090909,9110.4336,0,55,34.8,183.6,Barry Levinson,4.0,355,0,12
488,488,488,488,7.425625,2.3464669419999997,110,114,52,539,Andre Braugher,12000,78745923,Nicolas Cage,City of Angelsí??æ,13905,Colm Feore,1,"c(""angel"", ""doctor"", ""fall"", ""heart surgeon"", ""hospital"")",55000000,1998,702,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431744055,8873.89,0,53,200.45,4.0,Brad Silberling,11.0,308,13,1
489,489,489,489,1.2452530990000001,0.45723356,354,111,16000,640,Vivica A. Fox,926,70098138,David Carradine,Kill Bill: Vol. 1í??æ,3983,Chiaki Kuriyama,0,"c(""bride"", ""coma"", ""japan"", ""revenge"", ""sword"")",30000000,2003,890,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.3366046,8372.4631,0,81,46.2,317.59375,Quentin Tarantino,26.0,75,0,155
490,490,490,490,0.024197531,12.78333348,304,137,16000,348,Michael Parks,890,66207920,Vivica A. Fox,Kill Bill: Vol. 2í??æ,1959,Michael Bowen,0,"c(""assassin"", ""assassination"", ""bride"", ""death"", ""vengeance"")",30000000,2004,387,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.206930667,8136.8249,0,53,28.0,331.59375,Quentin Tarantino,5.0,115,11,155
491,491,491,491,36.0,0.81,45,97,96,403,Jack Palance,13000,63408614,Sylvester Stallone,Tango & Cashí??æ,14432,Brion James,1,"c(""1980s"", ""80s action"", ""escape"", ""plea bargain"", ""prison"")",55000000,1989,549,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.152883891,7962.9526,0,71,125.5625,28.0,Andrey Konchalovskiy,17.6,199,31,0
492,492,492,492,1.220498866,6.222253086,60,133,53,263,Joe Morton,1000,68750000,Oliver Platt,Executive Decisioní??æ,2916,J.T. Walsh,0,"c(""bomb"", ""hostage"", ""military"", ""plane"", ""terrorist"")",55000000,1996,780,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,8291.562,0,57,38.1,5.55,Stuart Baird,2.0,6,17,2
493,493,493,493,20.25,0.25,189,94,70,497,Ophelia Lovibond,1000,68218041,Madeline Carroll,Mr. Popper's Penguinsí??æ,2820,Philip Baker Hall,1,"c(""father"", ""penguin"", ""snowglobe"", ""son"", ""winter"")",55000000,2011,549,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240328018,8259.4213,0,21,2.0,4.0,Mark Waters,0.0,5,3,11
494,494,494,494,0.0,0.0,210,145,21000,243,Holt McCallany,534,55473600,Charles S. Dutton,Alien 3í??æ,1543,Paul McGann,0,"c(""alien"", ""crash"", ""planet"", ""prison"", ""survivor"")",50000000,1992,273,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.109472,7448.0602,0,66,1.0,18.0,David Fincher,0.0,4,0,17
495,495,495,495,1.8225,4.41,149,122,287,135,Natascha McElhone,22000,41609593,Robert De Niro,Roniní??æ,24270,Michael Lonsdale,2,"c(""case"", ""ex kgb"", ""ronin"", ""russian"", ""suitcase"")",55000000,1998,2000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.243461945,6450.5498,0,74,287.29,136.9,John Frankenheimer,5.0,724,40,16
496,496,496,496,8.41,0.043402777999999996,62,110,81,163,Bernard Hill,1000,38553833,Tom Wilkinson,The Ghost and the Darknessí??æ,1752,Om Puri,0,"c(""bridge"", ""engineer"", ""hunter"", ""lion"", ""railway"")",55000000,1996,416,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.29902121800000003,6209.1733,0,69,7.86875,12.0,Stephen Hopkins,5.0,4,3,4
497,497,497,497,1.155625,17.850625,265,102,82,537,Nicholas Braun,622,34350553,Will Forte,The Watchí??æ,2488,Rosemarie DeWitt,4,"c(""alien"", ""escape"", ""manager"", ""neighborhood watch"", ""ohio"")",68000000,2012,591,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.494844809,5860.9345,0,47,5.0,13.0,Akiva Schaffer,2.0,6,0,0
498,498,498,498,0.07306884799999999,0.631543274,135,94,607,215,Jenna Boyd,933,34238611,Connie Nielsen,The Huntedí??æ,2248,Rex Linn,1,"c(""capture"", ""combat"", ""fbi"", ""hunter"", ""special forces"")",55000000,2003,518,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.3774798,5851.3768,0,52,7.0,108.3,William Friedkin,11.0,22,14,23
499,499,499,499,9.87755102,0.340277778,100,126,226,241,Maura Tierney,12000,34098563,Anthony Hopkins,Instinctí??æ,13406,John Ashton,1,"c(""africa"", ""anthropologist"", ""murder"", ""poacher"", ""psychiatrist"")",55000000,1999,509,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.38002612700000005,5839.3975,0,80,293.6708333,1.0,Jon Turteltaub,33.4,179,39,0
500,500,500,500,0.0,0.366697531,123,118,101,327,Terence Bernie Hines,13000,33828318,Matt Damon,Stuck on Youí??æ,14036,Seymour Cassel,2,"c(""actor"", ""conjoined twins"", ""cook"", ""internet"", ""short order cook"")",55000000,2003,390,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.384939673,5816.2117,0,47,120.38461540000002,10.0,Bobby Farrelly,0.0,254,10,9
501,501,501,501,7.309298469,3.24,238,88,91,591,Russell Tovey,4000,31051126,Salma Hayek,The Pirates! Band of Misfitsí??æ,6254,Brian Blessed,0,"c(""charles darwin"", ""cutlass"", ""pirate"", ""queen victoria"", ""scientist"")",55000000,2012,796,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.435434073,5572.3537,0,51,115.53333329999998,112.0,Peter Lord,4.0,357,2,1
502,502,502,502,0.000251845,6.433140496,264,141,16000,539,Michael Kelly,11000,35707327,Angelina Jolie Pitt,Changelingí??æ,12840,Colm Feore,0,"c(""execution by hanging"", ""los angeles police department"", ""miscarriage of justice"", ""missing child"", ""wrongful conviction"")",55000000,2008,963,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.35077587299999996,5975.5608,0,42,254.2666667,675.28,Clint Eastwood,7.0,1240,1,415
503,503,503,503,0.64,1.69,47,107,99,581,Morgan Freeman,18000,20550712,Keanu Reeves,Chain Reactioní??æ,31014,Kevin Dunn,1,"c(""cold fusion"", ""die hard scenario"", ""man with glasses"", ""on the run"", ""outrunning explosion"")",50000000,1996,11000,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.58898576,4533.2893,0,53,11.0,5.8,Andrew Davis,197.975,308,89,1
504,504,504,504,0.024236828999999998,4.41,50,116,12000,552,Kurt Fuller,22000,18573791,Robert De Niro,The Faní??æ,24618,Ellen Barkin,3,"c(""baseball"", ""fan"", ""obsession"", ""salesman"", ""san francisco giants"")",55000000,1996,617,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.662294709,4309.7321,0,74,277.29,10.0,Tony Scott,2.0,724,1,13
505,505,505,505,3.391736111,0.025309917,153,143,541,530,Minnie Driver,18000,51225796,Gerard Butler,The Phantom of the Operaí??æ,20660,Miranda Richardson,0,"c(""based on stage musical based on novel"", ""disfigurement"", ""mask"", ""opera"", ""singer"")",70000000,2004,893,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26820291399999996,7157.2199,0,48,9.0,28.0,Joel Schumacher,54.7,63,85,19
506,506,506,506,13.2231405,0.5625,202,114,159,877,Abbie Cornish,13000,16264475,Eddie Redmayne,Elizabeth: The Golden Ageí??æ,16899,Jordi Mollí??æ,1,"c(""court"", ""intrigue"", ""queen"", ""spain"", ""virgin"")",55000000,2007,2000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.704282273,4032.9239,0,35,236.6,67.8,Shekhar Kapur,18.0,42,95,3
507,507,507,507,6.846944444,1.309753086,76,95,906,287,Philip Winchester,956,6768055,Sophia Myles,Thunderbirdsí??æ,2260,Brady Corbet,0,"c(""astronaut"", ""island"", ""lady penelope"", ""rescue"", ""the hood"")",57000000,2004,579,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.881262193,2601.5486,0,37,5.0,4.0,Jonathan Frakes,0.0,12,1,63
508,508,508,508,14.18777778,0.250378931,197,119,59,676,Peter Gallagher,2000,39440655,Eric Dane,Burlesqueí??æ,4315,David Walton,1,"c(""burlesque"", ""dancer"", ""iowa"", ""small town girl"", ""stage"")",55000000,2010,828,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28289718199999997,6280.1795,0,45,11.0,1.0,Steve Antin,15.0,14,23,0
509,509,509,509,0.029387755,0.018595041,202,123,125,835,Rosario Dawson,10000,69951824,Will Smith,Seven Poundsí??æ,14727,Madison Pettis,1,"c(""boyfriend girlfriend relationship"", ""heart"", ""main character dies"", ""organ donor"", ""redemption"")",55000000,2008,3000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271851345,8363.7207,0,49,391.2,72.7,Gabriele Muccino,30.0,297,79,0
510,510,510,510,2.30811193,0.81,279,92,394,565,Jason Momoa,13000,9483821,Sylvester Stallone,Bullet to the Headí??æ,25418,Jon Seda,3,"c(""bar"", ""bullet"", ""corruption"", ""detective"", ""lawyer"")",55000000,2012,11000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8275668909999999,3079.5813,0,71,202.5625,65.0,Walter Hill,4.0,199,24,7
511,511,511,511,2.7342984689999996,0.0,190,123,488,2000,Kirsten Dunst,5000,26838389,Orlando Bloom,Elizabethtowní??æ,12700,Judy Greer,0,"c(""flight"", ""flight attendant"", ""kentucky"", ""shoes"", ""travel"")",57000000,2005,4000,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.52915107,5180.5781,0,40,75.0,132.545454545,Cameron Crowe,127.5,255,334,9
512,512,512,512,9.07515625,2.3002777780000003,136,110,94,240,Billy Gardell,277,75604320,Todd Stashwick,"You, Me and Dupreeí??æ",847,Amanda Detmer,1,"c(""best friend"", ""foot fetish"", ""houseguest"", ""newlywed"", ""wedding"")",54000000,2006,245,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40008,8695.0745,0,49,1.0,3.0,Anthony Russo,1.0,0,0,0
513,513,513,513,0.914051882,5.720069444,127,128,234,581,Anthony Hopkins,14000,7221458,Kate Winslet,All the King's Mení??æ,27614,Kevin Dunn,0,"c(""governor"", ""journalist"", ""louisiana"", ""mistress"", ""politician"")",55000000,2006,12000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8687007640000001,2687.2771,0,42,252.83333330000002,96.8375,Steven Zaillian,320.670833333,2065,179,2
514,514,514,514,3.7818463039999997,0.027777778,160,99,309,577,Vanessa Williams,23000,70327868,Christian Bale,Shaftí??æ,26527,Daniel von Bargen,0,"c(""blaxploitation"", ""detective"", ""drugs"", ""shaft"", ""trial"")",46000000,2000,1000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528866696,8386.1712,0,43,4.0,72.8,John Singleton,11.0,151,81,17
515,515,515,515,10.89,0.000625,78,94,383,753,Kelsey Grammer,4000,58297830,Kirsten Dunst,Anastasiaí??æ,6017,Bernadette Peters,1,"c(""amnesia"", ""reference to anastasia romanov"", ""romanov"", ""russia"", ""russian revolution"")",50000000,1997,808,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1659566,7635.3016,0,35,92.5,4.0,Don Bluth,77.7,334,61,1
516,516,516,516,8.263447113,1.5915956930000001,209,127,1000,653,Kylie Minogue,1000,57386369,Jim Broadbent,Moulin Rouge!í??æ,2601,Richard Roxburgh,1,"c(""death of main character"", ""eiffel tower paris"", ""jealousy"", ""tragedy"", ""two suitors"")",52500000,2001,691,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093073695,7575.3791,0,68,23.725,50.04444444439999,Baz Luhrmann,10.0,6,431,20
517,517,517,517,0.0225,2.1025,391,123,108,3000,Benedict Cumberbatch,40000,62563543,Johnny Depp,Black Massí??æ,63769,Adam Scott,7,"c(""based on true story"", ""boston massachusetts"", ""fbi agent"", ""gangster"", ""true crime"")",53000000,2015,19000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180444208,7909.7119,0,54,543.7,0.0,Scott Cooper,189.0,743,121,0
518,518,518,518,4.551111111,0.79777376,279,135,16000,310,Chris Bauer,23000,33574332,Paul Walker,Flags of Our Fathersí??æ,24468,Tom McCarthy,0,"c(""imperial japan"", ""japan"", ""japanese army"", ""japanese soldier"", ""world war two"")",90000000,2006,638,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.626951867,5794.3362,0,44,27.0,557.6,Clint Eastwood,5.0,54,0,415
519,519,519,519,0.033611111,0.025309917,216,118,473,963,Leslie Bibb,18000,73343413,Gerard Butler,Law Abiding Citizení??æ,22517,Michael Kelly,0,"c(""attorney"", ""deal"", ""district attorney"", ""investigation"", ""justice"")",50000000,2009,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46686826,8564.0769,0,48,17.0,26.0,F. Gary Gray,5.0,63,76,0
520,520,520,520,6.236749455,14.87387778,78,172,438,466,Kimberly Elise,852,22843047,Oprah Winfrey,Belovedí??æ,2397,Hill Harper,1,"c(""farm"", ""freedom"", ""ohio"", ""slavery"", ""spirit"")",55000000,1998,637,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.584671873,4779.44,0,63,125.0,153.9,Jonathan Demme,4.0,845,23,21
521,521,521,521,2.210885771,10.7305877,106,124,161,681,Robert Duvall,21000,5755286,Robert Downey Jr.,Lucky Youí??æ,26334,Kelvin Han Yee,1,"c(""losing"", ""poker"", ""poker player"", ""reference to frederic chopin"", ""reference to johannes brahms"")",55000000,2007,3000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.895358436,2399.0177,0,52,142.05882350000002,216.3,Curtis Hanson,324.575609756,177,53,6
522,522,522,522,6.93005625,1.1025,194,141,14000,3000,Tom Hanks,29000,164435221,Leonardo DiCaprio,Catch Me If You Caní??æ,48153,Jennifer Garner,0,"c(""attorney"", ""cat and mouse"", ""fbi"", ""pan am"", ""pilot"")",52000000,2002,15000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.162215788,12823.2297,1,43,100.06764709999999,691.910344828,Steven Spielberg,465.182926829,713,398,267
523,523,523,523,25.23512819,8.506944444,183,106,235,931,John Michael Higgins,4000,118683135,Jon Favreau,The Break-Upí??æ,8315,Ann-Margret,1,"c(""art"", ""break up"", ""football video game"", ""kitchen"", ""talking to one's self in a mirror"")",52000000,2006,957,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.282367981,10894.178999999998,0,51,6.0,5.0,Peyton Reed,12.0,15,0,1
524,524,524,524,6.125625,4.455114796,238,108,58,838,Meryl Streep,14000,143704210,Colin Firth,Mamma Mia!í??æ,26002,Julie Walters,1,"c(""bride"", ""greece"", ""island"", ""mediterranean"", ""wedding"")",52000000,2008,11000,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7635425,11987.6691,1,57,49.01578947,4.0,Phyllida Lloyd,806.2158415839999,137,257,1
